episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,comm_loss,env_steps,wall_sec
229,1000,480.0,0.408,34,,992,0,6,35,383,0.5072,870.8,0,229000,2220.0
230,1000,520.0,-9.05,38,,965,0,6,42,915,0.6065,893.6,0,230000,2230.6
231,1000,220.0,-44.841,20,,978,0,2,22,2092,0.669,885.8,0,231000,2239.7
232,1000,160.0,-59.116,17,,975,0,1,18,1788,0.2782,605.9,0,232000,2248.6
233,1000,490.0,-1.397,38,,972,0,5,42,511,0.6042,910.2,0,233000,2257.4
234,1000,450.0,-1.272,34,,957,0,5,39,710,0.636,759.1,0,234000,2268.3
235,1000,470.0,-2.595,36,,989,0,5,40,627,0.5705,845.7,0,235000,2277.1
236,1000,380.0,-23.199,30,,760,0,4,33,1316,0.6192,768.0,0,236000,2286.1
237,1000,430.0,0.064,35,,977,0,4,39,401,0.6495,814.2,0,237000,2297.0
238,1000,440.0,-7.934,33,,917,0,5,35,606,0.6508,825.0,0,238000,2305.7
239,1000,500.0,-2.524,36,,845,0,6,40,715,0.6292,795.5,0,239000,2314.9
240,1000,470.0,-3.991,36,,922,0,5,40,734,0.6348,845.0,0,240000,2324.0
241,1000,370.0,-3.873,29,,767,0,4,31,389,0.6045,728.0,0,241000,2335.8
242,1000,440.0,-2.155,33,,989,0,5,36,545,0.6062,818.6,0,242000,2345.2
243,1000,340.0,-16.344,29,,1000,0,3,31,740,0.602,746.1,0,243000,2354.8
244,1000,440.0,3.605,33,,1000,0,5,39,384,0.579,730.0,0,244000,2366.0
245,1000,370.0,-12.802,29,,970,0,4,30,808,0.66,800.2,0,245000,2375.0
246,1000,420.0,-7.955,31,,950,0,5,34,739,0.6282,1004.7,0,246000,2383.8
247,1000,370.0,-27.686,29,,994,0,4,31,1356,0.6268,829.8,0,247000,2393.1
248,1000,510.0,3.762,37,,943,0,6,42,573,0.5982,831.7,0,248000,2404.4
249,1000,490.0,-1.347,38,,990,0,5,36,375,0.6115,841.7,0,249000,2413.2
250,1000,500.0,-4.506,36,,997,0,6,40,535,0.6058,860.8,0,250000,2422.3
251,1000,400.0,-14.37,29,,695,0,5,35,947,0.6552,818.7,0,251000,2442.2
252,1000,440.0,-2.28,33,,917,0,5,37,558,0.6032,772.7,0,252000,2451.8
253,1000,370.0,-18.642,32,,943,0,3,32,780,0.6055,876.7,0,253000,2461.1
254,1000,480.0,-7.815,37,,995,0,5,43,792,0.6215,843.7,0,254000,2472.6
255,1000,430.0,-13.774,35,,864,0,4,37,996,0.6425,982.9,0,255000,2482.4
256,1000,440.0,-8.857,33,,1000,0,5,36,644,0.5563,759.9,0,256000,2491.8
257,1000,370.0,-4.889,29,,857,0,4,32,650,0.621,854.5,0,257000,2500.7
258,1000,470.0,1.568,36,,978,0,5,39,451,0.6205,863.9,0,258000,2512.5
259,1000,330.0,-9.477,28,,868,0,3,30,551,0.6518,754.1,0,259000,2522.2
260,1000,340.0,-13.61,26,,976,0,4,31,567,0.5563,871.9,0,260000,2530.7
261,1000,470.0,-2.195,36,,991,0,5,39,704,0.6285,809.2,0,261000,2541.9
262,1000,130.0,-45.715,17,,348,0,0,17,1387,0.3438,713.5,0,262000,2551.2
263,1000,520.0,0.103,38,,975,0,6,42,532,0.5587,951.0,0,263000,2560.0
264,1000,410.0,-6.943,30,,743,0,5,34,493,0.579,850.3,0,264000,2569.0
265,1000,440.0,-13.292,33,,932,0,5,34,754,0.5463,838.3,0,265000,2580.2
266,1000,330.0,-29.419,25,,873,0,4,29,1495,0.6208,1023.6,0,266000,2589.3
267,1000,420.0,-5.123,31,,936,0,5,34,478,0.5917,884.6,0,267000,2597.9
268,1000,390.0,-20.254,31,,880,0,4,31,1000,0.622,819.0,0,268000,2608.7
269,1000,320.0,-20.736,27,,947,0,3,25,973,0.6388,729.6,0,269000,2617.2
270,1000,390.0,-3.025,31,,943,0,4,36,411,0.5853,810.5,0,270000,2625.6
271,1000,400.0,-12.544,32,,950,0,4,35,766,0.6355,774.0,0,271000,2634.2
272,1000,420.0,-9.855,31,,869,0,5,33,481,0.6065,878.8,0,272000,2644.6
273,1000,320.0,-33.266,27,,691,0,3,27,1381,0.5968,866.0,0,273000,2653.7
274,1000,350.0,-18.955,30,,975,0,3,33,846,0.6105,802.1,0,274000,2662.4
275,1000,400.0,-15.566,32,,939,0,4,35,610,0.6375,726.7,0,275000,2671.1
276,1000,420.0,-8.925,31,,865,0,5,33,512,0.5835,741.0,0,276000,2681.9
277,1000,380.0,-15.383,33,,985,0,3,35,1029,0.6562,813.3,0,277000,2690.5
278,1000,360.0,-12.158,28,,828,0,4,30,721,0.6593,755.9,0,278000,2699.2
279,1000,290.0,-28.067,24,,910,0,3,25,1103,0.5417,644.7,0,279000,2710.1
280,1000,410.0,-12.251,33,,971,0,4,34,785,0.5897,777.9,0,280000,2719.1
281,1000,370.0,-18.762,29,,993,0,4,31,744,0.6058,651.9,0,281000,2728.0
282,1000,380.0,-23.188,27,,862,0,5,32,871,0.514,669.2,0,282000,2736.8
283,1000,50.0,-75.831,9,,826,1,0,9,2966,0.7033,669.3,0,283000,2747.9
284,1000,410.0,-5.117,33,,986,0,4,36,468,0.544,734.2,0,284000,2756.4
285,1000,380.0,-11.441,30,,813,0,4,31,721,0.5667,786.8,0,285000,2765.1
286,1000,440.0,-9.841,33,,988,0,5,37,668,0.6312,799.6,0,286000,2774.0
287,1000,450.0,-10.556,31,,830,0,6,36,623,0.5647,730.3,0,287000,2784.9
288,1000,220.0,-32.903,23,,830,0,1,23,868,0.4,675.9,0,288000,2793.5
289,1000,220.0,-42.007,20,,989,0,2,20,1443,0.343,694.1,0,289000,2802.2
290,1000,310.0,-28.153,26,,974,0,3,25,855,0.602,781.9,0,290000,2812.8
291,1000,360.0,-12.52,28,,944,0,4,30,756,0.6482,754.5,0,291000,2821.4
292,1000,490.0,-4.935,35,,890,0,6,38,537,0.5315,842.6,0,292000,2830.3
293,1000,420.0,-10.922,34,,973,0,4,34,964,0.6195,850.0,0,293000,2839.1
294,1000,410.0,-11.561,30,,834,0,5,32,673,0.6268,797.8,0,294000,2849.9
295,1000,480.0,1.758,37,,975,0,5,40,383,0.6168,870.5,0,295000,2858.3
296,1000,320.0,-28.029,24,,819,0,4,25,884,0.6195,765.1,0,296000,2867.1
297,1000,390.0,-5.18,31,,753,0,4,34,528,0.593,816.0,0,297000,2875.7
298,1000,440.0,-12.539,33,,885,0,5,35,892,0.576,983.0,0,298000,2886.4
299,1000,330.0,-16.9,25,,780,0,4,29,765,0.5343,704.0,0,299000,2895.2
