episode,steps,reward,delivered,completion_rate,makespan,idle_drones,deliv_min,deliv_max,deliv_std,reloads,blocked,comm_loss,alpha,loss_critic,loss_actor,env_steps,wall_sec
3068,1000,73.618,10,0.2,,1,0,4,1.5,0,0,0,0.019495,0.502284,2.896239,3068000,18127.6
3069,1000,29.094,7,0.14,,1,0,4,1.479,0,0,0,0.019123,0.77901,2.156242,3069000,18135.8
3070,1000,61.5085,9,0.18,,1,0,4,1.479,0,37,0,0.01925,1.045219,4.0409,3070000,18144.0
3071,1000,33.2834,8,0.16,,1,0,4,1.5811,0,0,0,0.019369,0.563452,2.341983,3071000,18152.7
3072,1000,57.2456,10,0.2,,1,0,5,1.8028,0,0,0,0.018861,0.844174,2.505547,3072000,18160.9
3073,1000,39.4115,6,0.12,,1,0,4,1.5,0,0,0,0.01837,1.441184,3.297377,3073000,18169.3
3074,1000,15.5793,7,0.14,,1,0,3,1.0897,0,0,0,0.018217,0.617021,1.933577,3074000,18177.9
3075,1000,48.1046,8,0.16,,1,0,5,1.8708,0,0,0,0.018506,1.192249,3.483289,3075000,18186.2
3076,1000,-12.1716,2,0.04,,2,0,1,0.5,0,96,0,0.018635,0.819485,4.218256,3076000,18194.7
3077,1000,94.5462,9,0.18,,1,0,5,1.9203,1,6,0,0.018608,0.873861,3.675413,3077000,18203.1
3078,1000,91.3501,11,0.22,,1,0,5,1.7854,0,34,0,0.018692,1.070436,2.823755,3078000,18211.7
3079,1000,47.105,9,0.18,,1,0,4,1.479,0,1,0,0.01882,0.609935,2.425509,3079000,18219.7
3080,1000,28.1633,8,0.16,,1,0,5,1.8708,0,0,0,0.018988,0.774475,2.791744,3080000,18227.6
3081,1000,56.8584,9,0.18,,1,0,4,1.479,0,2,0,0.019197,0.875959,3.792938,3081000,18235.8
3082,1000,63.4468,8,0.16,,1,0,5,1.8708,1,0,0,0.019042,0.707692,3.414546,3082000,18244.8
3083,1000,55.2466,10,0.2,,1,0,4,1.5,0,0,0,0.019253,0.751813,4.541622,3083000,18254.4
3084,1000,43.4633,9,0.18,,1,0,4,1.479,0,342,0,0.019284,0.70492,4.162094,3084000,18263.6
3085,1000,79.1207,11,0.22,,1,0,5,1.7854,0,0,0,0.019217,0.655673,4.771806,3085000,18273.0
3086,1000,63.9722,10,0.2,,0,1,4,1.118,0,0,0,0.019354,1.086571,2.605791,3086000,18282.1
3087,1000,39.984,9,0.18,,1,0,5,1.7854,0,0,0,0.019332,0.520798,3.019791,3087000,18291.5
3088,1000,36.0297,7,0.14,,1,0,3,1.0897,0,0,0,0.018532,0.746133,4.315543,3088000,18300.8
3089,1000,26.6274,7,0.14,,1,0,4,1.479,0,0,0,0.019069,1.194695,4.492577,3089000,18310.2
3090,1000,43.4461,8,0.16,,1,0,3,1.2247,0,0,0,0.019495,1.192443,3.852987,3090000,18319.6
3091,1000,64.337,10,0.2,,1,0,4,1.5,0,0,0,0.019301,0.727652,4.094076,3091000,18329.0
3092,1000,57.0342,8,0.16,,1,0,4,1.5811,0,0,0,0.019077,1.612069,4.515015,3092000,18338.2
3093,1000,90.1018,12,0.24,,1,0,5,2.1213,0,170,0,0.019215,0.899383,3.965495,3093000,18347.4
3094,1000,41.8939,8,0.16,,1,0,4,1.5811,0,0,0,0.019373,0.704326,3.213382,3094000,18357.0
3095,1000,33.1248,5,0.1,,2,0,3,1.299,0,0,0,0.01927,0.683312,4.291615,3095000,18366.5
3096,1000,42.6164,8,0.16,,1,0,3,1.2247,0,0,0,0.019056,0.507413,4.310294,3096000,18375.6
3097,1000,40.0152,9,0.18,,1,0,4,1.479,0,0,0,0.018619,0.738751,2.962965,3097000,18384.9
3098,1000,89.4733,11,0.22,,0,1,4,1.0897,0,1,0,0.018521,1.250845,3.781635,3098000,18393.9
3099,1000,22.992,6,0.12,,2,0,3,1.5,0,0,0,0.018312,0.577207,3.831207,3099000,18403.0
3100,1000,53.661,9,0.18,,1,0,4,1.479,0,0,0,0.017572,0.882556,3.858625,3100000,18411.9
3101,1000,57.6193,8,0.16,,1,0,4,1.5811,0,0,0,0.017788,1.891649,4.042362,3101000,18421.3
3102,1000,37.706,8,0.16,,1,0,3,1.2247,0,1,0,0.017582,0.724536,3.222195,3102000,18430.3
3103,1000,1.5789,3,0.06,,2,0,2,0.8292,0,0,0,0.017411,0.453622,3.840059,3103000,18439.0
3104,1000,37.2243,8,0.16,,1,0,4,1.4142,0,60,0,0.017033,0.492824,3.456656,3104000,18447.5
3105,1000,74.4745,11,0.22,,1,0,4,1.6394,0,54,0,0.017189,0.752304,3.721237,3105000,18455.8
3106,1000,90.9882,12,0.24,,1,0,5,1.8708,0,0,0,0.017206,2.600138,3.874377,3106000,18463.9
3107,1000,55.1611,12,0.24,,1,0,4,1.7321,0,0,0,0.017481,0.524997,4.78304,3107000,18471.9
3108,1000,14.5076,6,0.12,,1,0,3,1.118,0,0,0,0.017091,0.783483,4.153067,3108000,18480.0
3109,1000,32.6802,8,0.16,,1,0,4,1.5811,0,0,0,0.017383,0.721011,3.77372,3109000,18487.8
3110,1000,72.6672,9,0.18,,1,0,5,1.9203,1,229,0,0.017357,0.423081,4.382636,3110000,18495.9
3111,1000,45.5335,8,0.16,,1,0,3,1.2247,0,0,0,0.017239,0.509209,4.941125,3111000,18503.6
3112,1000,66.6492,10,0.2,,0,1,3,0.866,0,145,0,0.017643,0.701785,3.987944,3112000,18511.4
3113,1000,76.7309,10,0.2,,1,0,4,1.5,0,23,0,0.01727,0.543318,3.939983,3113000,18519.3
3114,1000,75.0686,10,0.2,,1,0,4,1.5,0,0,0,0.017254,0.686608,4.021264,3114000,18527.4
3115,1000,31.382,9,0.18,,1,0,3,1.299,0,2,0,0.016983,1.028051,3.377512,3115000,18535.5
3116,1000,25.8897,8,0.16,,1,0,3,1.2247,0,0,0,0.016866,0.614556,3.832111,3116000,18543.6
3117,1000,69.2734,10,0.2,,1,0,4,1.5,0,0,0,0.016853,0.549996,3.847149,3117000,18551.8
3118,1000,44.0921,8,0.16,,1,0,3,1.2247,0,0,0,0.016915,3.077294,4.107792,3118000,18559.8
3119,1000,19.2659,6,0.12,,1,0,3,1.118,0,0,0,0.017097,1.149683,4.799459,3119000,18567.9
3120,1000,-0.0456,6,0.12,,1,0,2,0.866,0,0,0,0.017109,0.54856,4.280169,3120000,18575.9
3121,1000,136.3356,13,0.26,,1,0,5,1.9203,1,0,0,0.017103,0.881359,4.608232,3121000,18584.1
3122,1000,57.3127,10,0.2,,1,0,4,1.6583,0,0,0,0.016899,0.861205,4.311832,3122000,18592.3
3123,1000,44.017,10,0.2,,1,0,4,1.5,0,0,0,0.016731,0.493422,4.639745,3123000,18600.2
3124,1000,34.9471,8,0.16,,1,0,4,1.4142,0,0,0,0.016767,0.581152,5.095392,3124000,18608.1
3125,1000,16.7312,8,0.16,,1,0,3,1.2247,0,3,0,0.016449,0.777551,4.249191,3125000,18616.5
3126,1000,86.9108,11,0.22,,1,0,5,1.7854,1,6,0,0.016259,0.502181,4.464825,3126000,18624.6
3127,1000,39.9159,9,0.18,,1,0,4,1.7854,0,0,0,0.015959,0.671658,3.800677,3127000,18632.3
3128,1000,122.5923,12,0.24,,1,0,5,2.1213,1,0,0,0.015964,0.695639,3.426517,3128000,18640.3
3129,1000,133.7105,13,0.26,,1,0,5,1.9203,1,0,0,0.015575,0.483654,3.968156,3129000,18648.6
3130,1000,22.4222,6,0.12,,1,0,3,1.118,0,0,0,0.015706,0.735794,4.966145,3130000,18656.6
3131,1000,55.9908,11,0.22,,1,0,4,1.6394,0,0,0,0.016065,0.534109,4.097897,3131000,18665.3
3132,1000,105.3413,14,0.28,,1,0,5,2.0616,0,0,0,0.015976,1.227993,3.821558,3132000,18673.3
3133,1000,94.3373,12,0.24,,1,0,5,1.8708,0,0,0,0.016105,0.649531,4.453884,3133000,18681.3
3134,1000,29.5262,8,0.16,,1,0,3,1.2247,0,0,0,0.015898,1.281986,3.664157,3134000,18689.2
3135,1000,63.2497,10,0.2,,1,0,4,1.6583,0,328,0,0.015993,1.186532,4.576105,3135000,18697.0
3136,1000,50.2112,9,0.18,,1,0,4,1.479,0,0,0,0.015837,0.564293,4.393198,3136000,18705.0
3137,1000,52.9618,8,0.16,,1,0,4,1.4142,0,0,0,0.015652,0.510426,4.36498,3137000,18713.1
3138,1000,77.0189,11,0.22,,1,0,4,1.6394,0,0,0,0.015709,0.564125,3.4146,3138000,18721.6
3139,1000,18.5305,7,0.14,,1,0,3,1.299,0,137,0,0.015537,0.404727,3.833011,3139000,18730.2
3140,1000,95.035,12,0.24,,1,0,5,1.8708,0,0,0,0.015535,0.546654,3.954166,3140000,18739.3
3141,1000,90.8793,12,0.24,,1,0,5,1.8708,0,0,0,0.015401,0.537236,3.803821,3141000,18748.1
3142,1000,47.7243,9,0.18,,1,0,3,1.299,0,187,0,0.015368,0.541271,3.665731,3142000,18756.9
3143,1000,152.0555,14,0.28,,1,0,5,2.0616,1,0,0,0.015301,0.484126,4.646804,3143000,18765.2
3144,1000,87.4685,11,0.22,,1,0,4,1.6394,0,0,0,0.015195,0.954766,3.912081,3144000,18773.8
3145,1000,80.6997,11,0.22,,1,0,4,1.6394,0,0,0,0.01518,1.613576,3.756835,3145000,18782.6
3146,1000,89.8561,12,0.24,,1,0,5,1.8708,0,0,0,0.014926,0.527916,4.292219,3146000,18791.4
3147,1000,107.5864,13,0.26,,1,0,5,1.9203,0,0,0,0.015047,0.635094,3.807844,3147000,18800.1
3148,1000,118.1661,14,0.28,,1,0,5,2.0616,0,107,0,0.015818,0.485769,4.4097,3148000,18808.5
3149,1000,62.8548,9,0.18,,1,0,3,1.299,0,0,0,0.015797,0.530678,3.36994,3149000,18817.0
3150,1000,124.857,12,0.24,,1,0,5,1.8708,1,0,0,0.015677,0.547176,3.809384,3150000,18825.0
3151,1000,98.6231,12,0.24,,1,0,5,1.8708,0,8,0,0.01595,0.401299,3.386353,3151000,18833.1
3152,1000,93.9397,12,0.24,,1,0,5,1.8708,0,0,0,0.015458,0.605762,3.917806,3152000,18841.2
3153,1000,158.6945,15,0.3,,1,0,6,2.2776,1,0,0,0.015044,0.68173,3.258138,3153000,18849.2
3154,1000,53.3471,11,0.22,,1,0,5,1.9203,0,0,0,0.014443,0.376238,4.275395,3154000,18857.5
3155,1000,54.4388,9,0.18,,2,0,5,2.2776,0,0,0,0.014315,0.865457,2.948051,3155000,18865.7
3156,1000,55.0744,11,0.22,,1,0,5,1.7854,0,0,0,0.014371,0.425988,4.806864,3156000,18873.8
3157,1000,53.958,9,0.18,,1,0,5,1.9203,0,0,0,0.014095,0.394535,3.76553,3157000,18881.9
3158,1000,24.6647,7,0.14,,1,0,4,1.479,0,0,0,0.014163,0.48074,4.296037,3158000,18889.8
3159,1000,-1.4888,7,0.14,,1,0,3,1.0897,0,0,0,0.013799,0.586092,4.153286,3159000,18897.6
3160,1000,13.0354,7,0.14,,1,0,3,1.299,0,0,0,0.01368,0.4722,3.604523,3160000,18905.3
3161,1000,74.0078,10,0.2,,1,0,4,1.5,0,0,0,0.01384,0.355465,3.687707,3161000,18913.3
3162,1000,60.2741,9,0.18,,1,0,5,1.9203,0,0,0,0.013972,0.791514,3.48507,3162000,18921.8
3163,1000,110.765,11,0.22,,1,0,5,1.7854,1,0,0,0.013877,0.422808,3.987661,3163000,18930.0
3164,1000,-29.4878,4,0.08,,2,0,2,1.0,0,0,0,0.013761,0.480256,3.826231,3164000,18938.2
3165,1000,67.3149,12,0.24,,1,0,4,1.7321,0,0,0,0.01339,0.474599,4.260259,3165000,18946.4
3166,1000,62.9125,10,0.2,,1,0,4,1.5,0,3,0,0.013405,0.625202,3.393179,3166000,18954.5
3167,1000,114.9016,14,0.28,,1,0,5,2.0616,0,0,0,0.013619,0.398053,3.33432,3167000,18962.6
3168,1000,29.2882,6,0.12,,2,0,4,1.6583,0,0,0,0.013645,0.412834,4.336114,3168000,18971.4
3169,1000,27.905,7,0.14,,1,0,3,1.0897,0,0,0,0.01387,0.419842,3.602636,3169000,18979.6
3170,1000,126.0999,14,0.28,,1,0,5,2.0616,0,0,0,0.013623,0.405175,3.838552,3170000,18988.0
3171,1000,39.1507,7,0.14,,2,0,5,2.0463,0,293,0,0.013716,0.857099,4.053837,3171000,18996.1
3172,1000,152.4348,14,0.28,,1,0,5,2.0616,1,0,0,0.013333,0.619247,3.510713,3172000,19004.2
3173,1000,97.9796,12,0.24,,1,0,5,1.8708,0,0,0,0.013402,0.478,3.763015,3173000,19012.2
3174,1000,142.9702,14,0.28,,1,0,5,2.0616,1,0,0,0.013611,0.552196,4.297132,3174000,19020.0
3175,1000,106.5357,14,0.28,,1,0,5,2.0616,0,0,0,0.013737,0.376349,4.713292,3175000,19027.8
3176,1000,80.3017,12,0.24,,1,0,4,1.7321,0,0,0,0.013347,0.455639,4.139322,3176000,19036.1
3177,1000,71.5938,11,0.22,,1,0,4,1.6394,0,0,0,0.013398,0.527741,3.577806,3177000,19044.2
3178,1000,94.8158,12,0.24,,1,0,5,1.8708,0,0,0,0.013284,0.506797,3.679146,3178000,19052.2
3179,1000,97.2001,12,0.24,,1,0,5,1.8708,0,0,0,0.013412,0.362084,3.917959,3179000,19060.3
3180,1000,76.2526,12,0.24,,1,0,5,1.8708,0,0,0,0.01356,0.986862,4.410882,3180000,19068.1
3181,1000,59.5868,9,0.18,,1,0,3,1.299,0,0,0,0.013528,0.409991,3.39543,3181000,19076.1
3182,1000,96.735,12,0.24,,1,0,5,1.8708,0,0,0,0.013414,0.467598,3.662315,3182000,19083.9
3183,1000,102.2182,12,0.24,,1,0,5,1.8708,0,20,0,0.013036,0.793674,3.741208,3183000,19092.2
3184,1000,93.2964,11,0.22,,1,0,5,1.7854,0,0,0,0.013103,0.329706,3.410102,3184000,19100.2
3185,1000,111.3076,14,0.28,,1,0,5,2.0616,0,0,0,0.012838,0.371063,2.694329,3185000,19108.4
3186,1000,77.1436,11,0.22,,1,0,4,1.6394,0,0,0,0.012827,0.400309,4.078984,3186000,19116.5
3187,1000,70.8003,12,0.24,,1,0,5,1.8708,0,0,0,0.012755,0.336423,4.072222,3187000,19124.5
3188,1000,83.0264,11,0.22,,1,0,4,1.6394,0,98,0,0.012802,0.344153,3.057891,3188000,19132.6
3189,1000,78.3551,11,0.22,,1,0,4,1.6394,0,0,0,0.012671,0.43451,2.364198,3189000,19140.4
3190,1000,110.5376,14,0.28,,1,0,5,2.0616,0,0,0,0.012529,0.429802,3.688165,3190000,19148.5
3191,1000,119.9695,14,0.28,,1,0,5,2.0616,0,0,0,0.012663,0.342616,3.641695,3191000,19156.3
3192,1000,77.8938,11,0.22,,1,0,4,1.6394,0,0,0,0.012496,0.512793,2.775398,3192000,19165.1
3193,1000,58.9732,9,0.18,,1,0,4,1.479,0,0,0,0.012471,0.283497,2.723006,3193000,19174.0
3194,1000,79.578,11,0.22,,1,0,5,1.9203,0,0,0,0.012325,0.395671,3.325537,3194000,19182.6
3195,1000,98.722,14,0.28,,1,0,5,2.0616,0,0,0,0.012337,0.37403,3.881125,3195000,19191.3
3196,1000,70.2967,11,0.22,,1,0,5,1.9203,0,0,0,0.012178,0.465802,2.940677,3196000,19199.5
3197,1000,116.6841,12,0.24,,1,0,5,1.8708,1,0,0,0.01204,0.400231,3.05107,3197000,19207.5
3198,1000,54.5911,9,0.18,,1,0,4,1.479,0,0,0,0.011907,0.345132,3.651638,3198000,19215.5
3199,1000,44.4497,10,0.2,,1,0,5,1.8028,0,0,0,0.011974,0.868165,2.445387,3199000,19223.6
3200,1000,57.969,8,0.16,,1,0,3,1.2247,0,0,0,0.01173,0.293464,2.513135,3200000,19231.8
3201,1000,103.9559,13,0.26,,1,0,5,1.9203,0,0,0,0.011777,0.554086,3.342917,3201000,19239.9
3202,1000,104.2894,13,0.26,,1,0,5,1.9203,0,0,0,0.01209,0.349578,2.831994,3202000,19248.6
3203,1000,65.4816,10,0.2,,1,0,4,1.5,0,0,0,0.011499,0.330012,3.464612,3203000,19257.4
3204,1000,131.5951,14,0.28,,1,0,5,2.0616,1,0,0,0.011072,0.345424,2.605208,3204000,19265.8
3205,1000,138.7287,13,0.26,,1,0,5,1.9203,1,0,0,0.011177,0.35,2.825427,3205000,19273.9
3206,1000,73.0354,13,0.26,,1,0,5,2.0463,0,16,0,0.011215,0.341103,3.093179,3206000,19282.1
3207,1000,62.8056,10,0.2,,1,0,4,1.5,0,0,0,0.011088,0.230662,3.016563,3207000,19290.6
3208,1000,76.8876,11,0.22,,1,0,4,1.6394,0,0,0,0.0109,0.570558,2.704706,3208000,19298.8
3209,1000,18.7282,7,0.14,,1,0,3,1.299,0,0,0,0.010868,0.209107,2.655366,3209000,19306.8
3210,1000,41.7129,9,0.18,,1,0,3,1.299,0,0,0,0.01081,0.235735,2.882009,3210000,19315.2
3211,1000,101.7878,11,0.22,,1,0,5,2.2776,1,0,0,0.011004,0.282882,2.932784,3211000,19323.2
3212,1000,79.5494,10,0.2,,1,0,5,1.8028,0,0,0,0.010641,0.262788,2.753871,3212000,19331.1
3213,1000,57.8006,9,0.18,,1,0,4,1.479,0,0,0,0.010869,0.252152,3.405358,3213000,19339.3
3214,1000,94.2694,12,0.24,,1,0,5,1.8708,0,0,0,0.010698,0.216604,2.360416,3214000,19347.7
3215,1000,86.6472,13,0.26,,1,0,5,2.0463,0,0,0,0.010797,0.242867,2.234091,3215000,19356.0
3216,1000,62.4702,9,0.18,,1,0,3,1.299,0,0,0,0.010405,0.30741,2.703446,3216000,19364.0
3217,1000,116.9132,12,0.24,,1,0,5,1.8708,1,0,0,0.010275,0.311768,2.370576,3217000,19372.7
3218,1000,70.1762,11,0.22,,1,0,4,1.6394,0,0,0,0.010151,0.226388,2.073353,3218000,19380.7
3219,1000,72.9339,12,0.24,,1,0,4,1.7321,0,59,0,0.009914,0.25236,2.929767,3219000,19387.0
3220,1000,89.8526,14,0.28,,1,0,5,2.0616,0,0,0,0.009825,0.233205,2.779151,3220000,19392.9
3221,1000,84.8154,12,0.24,,1,0,5,1.8708,0,0,0,0.010034,0.251926,2.566576,3221000,19399.1
3222,1000,42.3415,9,0.18,,1,0,4,1.479,0,58,0,0.009982,0.243254,3.03939,3222000,19406.5
3223,1000,144.0849,13,0.26,,1,0,5,1.9203,1,1,0,0.010018,0.46891,2.306575,3223000,19414.6
3224,1000,72.0416,11,0.22,,1,0,4,1.6394,0,0,0,0.009544,0.201548,2.967141,3224000,19422.5
3225,1000,76.7367,12,0.24,,1,0,4,1.7321,0,0,0,0.009734,0.220404,2.804445,3225000,19430.5
3226,1000,83.7367,11,0.22,,1,0,4,1.6394,0,0,0,0.009602,0.187896,2.581029,3226000,19438.7
3227,1000,87.7293,12,0.24,,1,0,4,1.7321,0,14,0,0.009519,0.191067,2.949918,3227000,19446.9
3228,1000,113.1456,14,0.28,,1,0,5,2.0616,0,62,0,0.009689,0.197997,3.605033,3228000,19455.2
3229,1000,104.2949,13,0.26,,1,0,5,1.9203,0,0,0,0.009815,0.247451,2.437814,3229000,19463.3
3230,1000,-4.0445,7,0.14,,1,0,3,1.0897,0,0,0,0.009671,0.714789,2.608376,3230000,19471.5
3231,1000,21.1364,6,0.12,,2,0,4,1.6583,0,0,0,0.009551,0.37813,2.79507,3231000,19479.5
3232,1000,0.6888,6,0.12,,1,0,3,1.118,0,0,0,0.009478,0.222602,3.033227,3232000,19487.8
3233,1000,1.2414,6,0.12,,1,0,3,1.118,0,0,0,0.009701,1.154612,2.598569,3233000,19495.7
3234,1000,-15.8756,5,0.1,,2,0,3,1.299,0,0,0,0.009853,0.425567,2.805515,3234000,19503.8
3235,1000,59.7928,10,0.2,,0,1,5,1.6583,0,34,0,0.009839,0.555658,3.067341,3235000,19512.4
3236,1000,32.758,8,0.16,,1,0,4,1.5811,0,0,0,0.010157,0.625057,2.629724,3236000,19521.1
3237,1000,45.1061,9,0.18,,1,0,3,1.299,0,0,0,0.010368,0.388963,3.177037,3237000,19529.8
3238,1000,28.0947,8,0.16,,2,0,5,2.1213,0,19,0,0.010146,0.24074,2.794131,3238000,19538.3
3239,1000,53.71,9,0.18,,1,0,4,1.7854,0,0,0,0.010306,0.244612,2.859745,3239000,19546.5
3240,1000,-1.5064,5,0.1,,1,0,3,1.0897,0,0,0,0.010133,0.211391,2.636469,3240000,19554.4
3241,1000,32.9477,7,0.14,,2,0,5,2.0463,0,0,0,0.010386,0.270178,3.512228,3241000,19562.2
3242,1000,33.9164,7,0.14,,1,0,3,1.299,0,0,0,0.010246,0.351012,3.043616,3242000,19569.8
3243,1000,64.4664,10,0.2,,1,0,4,1.6583,0,0,0,0.010085,0.202739,2.883691,3243000,19577.5
3244,1000,5.5477,6,0.12,,2,0,5,2.0616,0,0,0,0.01004,0.582889,2.939004,3244000,19585.3
3245,1000,36.5167,9,0.18,,2,0,5,2.2776,0,122,0,0.010105,0.667066,2.143763,3245000,19593.0
3246,1000,108.7316,14,0.28,,1,0,5,2.0616,0,0,0,0.010252,0.624278,2.851758,3246000,19601.0
3247,1000,108.6669,14,0.28,,1,0,5,2.0616,0,97,0,0.010183,0.302579,2.892181,3247000,19608.8
3248,1000,63.083,10,0.2,,1,0,4,1.5,0,2,0,0.010151,0.264928,1.804631,3248000,19616.7
3249,1000,36.543,8,0.16,,1,0,4,1.4142,0,162,0,0.010123,0.221864,2.692493,3249000,19624.6
3250,1000,101.3897,12,0.24,,1,0,5,1.8708,0,0,0,0.01027,0.220076,1.792121,3250000,19632.2
3251,1000,99.9196,13,0.26,,1,0,5,1.9203,0,0,0,0.010573,0.297355,2.933083,3251000,19639.9
3252,1000,140.8544,13,0.26,,1,0,5,2.0463,1,0,0,0.010356,0.214058,2.269667,3252000,19647.8
3253,1000,144.0199,14,0.28,,1,0,5,2.0616,1,33,0,0.010373,1.273596,1.965376,3253000,19655.6
3254,1000,107.5967,14,0.28,,1,0,5,2.0616,0,0,0,0.010392,0.227794,2.337581,3254000,19663.5
3255,1000,98.7601,12,0.24,,1,0,5,1.8708,0,0,0,0.010303,0.374783,2.826267,3255000,19671.4
3256,1000,71.0411,10,0.2,,1,0,4,1.5,0,0,0,0.010403,0.338202,2.671011,3256000,19679.5
3257,1000,55.9297,9,0.18,,1,0,4,1.479,0,0,0,0.010187,0.263566,2.392375,3257000,19688.0
3258,1000,21.0598,9,0.18,,1,0,5,1.9203,0,0,0,0.01026,0.212339,2.801273,3258000,19696.2
3259,1000,97.3914,13,0.26,,1,0,5,1.9203,0,0,0,0.010349,0.315014,2.467781,3259000,19704.2
3260,1000,141.8628,13,0.26,,1,0,5,2.0463,1,0,0,0.010136,0.369104,2.752838,3260000,19712.1
3261,1000,66.677,10,0.2,,1,0,4,1.5,0,0,0,0.01022,0.257385,3.184306,3261000,19719.9
3262,1000,81.3972,13,0.26,,1,0,5,1.9203,0,0,0,0.010414,0.345311,2.694313,3262000,19727.9
3263,1000,94.9372,13,0.26,,1,0,5,1.9203,0,72,0,0.010306,0.340513,2.322838,3263000,19735.9
3264,1000,119.3251,14,0.28,,1,0,5,2.0616,0,48,0,0.010543,0.283694,2.473931,3264000,19743.5
3265,1000,80.1597,11,0.22,,1,0,4,1.6394,0,0,0,0.010481,0.290466,3.13978,3265000,19751.3
3266,1000,20.2832,10,0.2,,1,0,4,1.5,0,0,0,0.010464,0.222677,2.330432,3266000,19759.4
3267,1000,-8.452,3,0.06,,1,0,1,0.433,0,0,0,0.010352,0.258592,2.411868,3267000,19767.3
3268,1000,14.8013,7,0.14,,1,0,3,1.299,0,0,0,0.010708,0.715693,1.506319,3268000,19775.6
3269,1000,-4.9293,4,0.08,,2,0,2,1.0,0,0,0,0.010763,0.835585,1.201935,3269000,19784.0
3270,1000,5.0135,3,0.06,,3,0,3,1.299,0,2,0,0.011,0.365536,2.004947,3270000,19791.8
3271,1000,-18.1841,2,0.04,,2,0,1,0.5,0,0,0,0.011411,0.256319,2.238604,3271000,19799.7
3272,1000,9.6173,4,0.08,,1,0,2,0.7071,0,78,0,0.011544,0.331684,1.751208,3272000,19807.4
3273,1000,2.0973,3,0.06,,2,0,2,0.8292,0,0,0,0.011483,0.504542,1.612318,3273000,19815.2
3274,1000,53.3702,7,0.14,,1,0,3,1.0897,0,0,0,0.011318,0.527513,1.961866,3274000,19822.9
3275,1000,18.5851,4,0.08,,1,0,2,0.7071,0,0,0,0.011201,1.362617,1.315362,3275000,19830.8
3276,1000,107.9321,13,0.26,,1,0,5,1.9203,0,54,0,0.011486,0.264881,2.226367,3276000,19838.6
3277,1000,57.6047,11,0.22,,1,0,4,1.6394,0,0,0,0.011172,1.261061,0.33619,3277000,19847.1
3278,1000,-4.9623,3,0.06,,2,0,2,0.8292,0,0,0,0.011354,0.267502,1.68948,3278000,19855.5
3279,1000,152.2808,14,0.28,,1,0,5,2.0616,1,40,0,0.011431,0.260475,1.748595,3279000,19863.3
3280,1000,52.4766,10,0.2,,1,0,4,1.6583,0,2,0,0.011408,0.368896,1.8843,3280000,19871.1
3281,1000,123.5274,15,0.3,,1,0,5,2.1651,0,500,0,0.011491,0.308169,0.769627,3281000,19878.8
3282,1000,92.6843,12,0.24,,1,0,5,1.8708,0,0,0,0.01174,0.245929,1.303341,3282000,19886.7
3283,1000,81.9549,13,0.26,,1,0,5,1.9203,0,0,0,0.01143,0.548507,1.674712,3283000,19894.5
3284,1000,121.3654,14,0.28,,1,0,5,2.0616,0,0,0,0.011128,0.329141,0.868582,3284000,19902.5
3285,1000,37.8346,6,0.12,,1,0,3,1.118,0,0,0,0.011312,0.324707,1.343896,3285000,19910.9
3286,1000,79.1063,11,0.22,,1,0,5,1.7854,0,18,0,0.011162,0.254335,1.00726,3286000,19919.1
3287,1000,97.3636,13,0.26,,1,0,5,1.9203,0,104,0,0.010979,0.678562,1.158653,3287000,19927.6
3288,1000,132.0432,13,0.26,,1,0,5,1.9203,1,0,0,0.011031,0.450343,0.754846,3288000,19935.9
3289,1000,125.9979,15,0.3,,1,0,5,2.1651,0,0,0,0.011102,0.2397,1.931061,3289000,19943.8
3290,1000,101.6198,13,0.26,,1,0,5,2.0463,0,0,0,0.011225,0.444414,1.143583,3290000,19951.8
3291,1000,46.9695,8,0.16,,1,0,3,1.2247,0,10,0,0.011346,1.116576,1.172288,3291000,19959.9
3292,1000,110.2599,12,0.24,,1,0,5,1.8708,0,27,0,0.011095,1.231891,1.104597,3292000,19967.8
3293,1000,143.4327,13,0.26,,1,0,5,2.0463,1,0,0,0.011362,0.302749,0.951344,3293000,19975.6
3294,1000,64.1006,11,0.22,,1,0,5,1.7854,0,0,0,0.011364,0.303205,1.591359,3294000,19983.5
3295,1000,-66.0193,2,0.04,,3,0,2,0.866,0,0,0,0.011528,0.229222,1.37612,3295000,19991.6
3296,1000,90.0177,11,0.22,,1,0,4,1.6394,0,27,0,0.011568,0.675531,1.327414,3296000,19999.6
3297,1000,106.766,12,0.24,,1,0,5,1.8708,0,0,0,0.011367,0.296302,0.622765,3297000,20007.5
3298,1000,111.6992,13,0.26,,1,0,6,2.1651,1,0,0,0.011523,0.289034,2.233125,3298000,20015.5
3299,1000,118.198,13,0.26,,1,0,5,2.0463,1,0,0,0.01187,0.279984,0.551257,3299000,20023.4
3300,1000,161.4493,15,0.3,,1,0,5,2.1651,1,0,0,0.011725,0.290179,1.399309,3300000,20031.7
3301,1000,68.1725,12,0.24,,1,0,5,1.8708,0,0,0,0.011691,0.282136,1.787154,3301000,20040.1
3302,1000,45.7497,9,0.18,,1,0,4,1.479,0,0,0,0.011706,0.311881,1.20845,3302000,20048.3
3303,1000,73.5487,13,0.26,,1,0,5,1.9203,0,2,0,0.01173,1.213005,0.751835,3303000,20056.6
3304,1000,123.2938,13,0.26,,1,0,5,2.0463,1,0,0,0.011776,0.241967,1.369802,3304000,20064.4
