episode,steps,reward,delivered,completion_rate,makespan,idle_drones,deliv_min,deliv_max,deliv_std,reloads,blocked,comm_loss,alpha,loss_critic,loss_actor,env_steps,wall_sec
242,1000,69.4596,10,0.2,,0,1,4,1.5,0,648,0,0.013146,0.523319,-10.97844,242000,1432.8
243,1000,148.819,14,0.28,,0,2,5,1.118,1,150,0,0.013442,0.352867,-10.426047,243000,1438.9
244,1000,158.8288,18,0.36,,0,3,5,0.866,0,364,0,0.013151,1.778557,-9.734093,244000,1445.0
245,1000,144.4193,17,0.34,,0,3,5,0.8292,0,0,0,0.012846,0.373603,-10.430523,245000,1451.0
246,1000,143.9688,16,0.32,,0,1,5,1.7321,0,47,0,0.013003,0.346686,-9.605728,246000,1456.8
247,1000,142.5328,16,0.32,,0,1,5,1.7321,0,24,0,0.012786,0.431976,-11.018389,247000,1462.8
248,1000,133.5746,15,0.3,,0,2,5,1.299,0,137,0,0.012799,0.431703,-9.161423,248000,1468.7
249,1000,108.9795,13,0.26,,0,1,5,1.479,0,107,0,0.012769,0.973193,-9.968182,249000,1474.9
250,1000,140.5079,17,0.34,,0,4,5,0.433,0,283,0,0.012981,0.383168,-10.378298,250000,1481.0
251,1000,147.2559,17,0.34,,0,3,5,0.8292,0,492,0,0.012933,0.278148,-9.382,251000,1487.0
252,1000,180.4987,17,0.34,,0,2,5,1.299,1,301,0,0.013004,0.459253,-10.263921,252000,1493.1
253,1000,146.6028,17,0.34,,0,3,5,0.8292,0,111,0,0.013027,0.47095,-10.473829,253000,1499.3
254,1000,178.0247,17,0.34,,0,2,6,1.479,1,61,0,0.013082,0.735151,-9.932413,254000,1505.4
255,1000,147.3456,17,0.34,,0,2,5,1.299,0,261,0,0.012842,0.686472,-9.779259,255000,1511.5
256,1000,139.2422,16,0.32,,0,1,5,1.7321,0,292,0,0.012737,0.482158,-9.003777,256000,1517.5
257,1000,228.6869,22,0.44,,0,2,10,2.8723,1,308,0,0.012777,0.688312,-10.732967,257000,1523.3
258,1000,122.5523,16,0.32,,0,1,5,1.7321,0,628,0,0.012491,0.775168,-10.681599,258000,1529.4
259,1000,128.3826,16,0.32,,0,1,5,1.7321,0,404,0,0.012403,0.562682,-11.059155,259000,1535.2
260,1000,221.208,20,0.4,,0,4,6,0.7071,1,95,0,0.012756,0.290371,-9.409444,260000,1541.0
261,1000,137.0926,17,0.34,,0,3,5,0.8292,0,741,0,0.012952,0.536095,-9.727901,261000,1547.0
262,1000,141.4671,18,0.36,,0,4,5,0.5,0,134,0,0.013049,0.55488,-9.303612,262000,1552.9
263,1000,139.9057,16,0.32,,0,1,5,1.7321,0,324,0,0.013075,0.599892,-11.415819,263000,1558.8
264,1000,155.8943,18,0.36,,0,3,5,0.866,0,119,0,0.013282,0.949021,-10.079279,264000,1564.6
265,1000,177.5103,17,0.34,,0,2,5,1.299,1,131,0,0.013168,0.405346,-8.925102,265000,1570.4
266,1000,173.0526,19,0.38,,0,4,5,0.433,0,271,0,0.013393,0.421223,-10.089394,266000,1576.5
267,1000,227.482,21,0.42,,0,1,10,3.1918,1,87,0,0.013224,0.387503,-10.395534,267000,1582.5
268,1000,131.6339,18,0.36,,0,4,5,0.5,0,333,0,0.013377,0.406857,-8.450601,268000,1588.7
269,1000,178.9531,17,0.34,,0,1,6,1.9203,1,204,0,0.013435,0.460315,-9.972857,269000,1594.6
270,1000,113.6797,14,0.28,,0,1,5,1.5,0,309,0,0.013359,0.370471,-9.808043,270000,1600.5
271,1000,114.1485,15,0.3,,0,2,5,1.299,0,561,0,0.013628,0.39955,-10.141609,271000,1606.3
272,1000,126.256,16,0.32,,0,1,5,1.7321,0,278,0,0.013716,0.479475,-9.640233,272000,1612.1
273,1000,138.7022,16,0.32,,0,3,5,1.0,0,312,0,0.01368,0.292889,-10.244423,273000,1617.8
274,1000,226.7606,21,0.42,,0,3,8,1.7854,1,30,0,0.013719,0.529108,-11.073284,274000,1623.7
275,1000,191.7116,18,0.36,,0,3,5,0.866,1,157,0,0.013677,0.66357,-8.713694,275000,1629.6
276,1000,215.5434,16,0.32,,0,1,5,1.7321,2,56,0,0.01378,0.302667,-9.889725,276000,1635.5
277,1000,126.0114,15,0.3,,0,2,5,1.299,0,408,0,0.0134,0.699462,-9.615669,277000,1641.3
278,1000,178.0367,17,0.34,,0,2,5,1.299,1,281,0,0.013273,1.298801,-10.032279,278000,1647.1
279,1000,170.7438,20,0.4,,0,5,5,0.0,0,77,0,0.013352,0.209418,-8.567785,279000,1652.8
280,1000,147.7827,16,0.32,,0,2,5,1.2247,0,77,0,0.013594,0.843293,-10.426498,280000,1658.6
281,1000,192.1825,18,0.36,,0,3,5,0.866,1,0,0,0.013463,0.827288,-9.319317,281000,1664.5
282,1000,107.3997,14,0.28,,0,1,5,1.5,0,257,0,0.013477,0.459117,-9.329012,282000,1670.4
283,1000,199.6905,18,0.36,,0,1,7,2.1794,1,3,0,0.013421,0.374733,-8.177355,283000,1676.3
284,1000,159.3527,16,0.32,,1,0,6,2.3452,1,2,0,0.013534,0.375788,-8.401438,284000,1682.2
285,1000,127.1597,13,0.26,,0,1,5,1.479,1,615,0,0.013684,0.33652,-8.753366,285000,1688.1
286,1000,177.2932,18,0.36,,0,3,5,0.866,1,249,0,0.013861,0.36305,-7.575904,286000,1694.1
287,1000,136.1467,16,0.32,,0,1,5,1.7321,0,344,0,0.013834,0.708678,-8.146158,287000,1700.0
288,1000,186.3976,18,0.36,,0,2,6,1.5,1,231,0,0.013772,0.609257,-9.167222,288000,1705.8
289,1000,159.5306,19,0.38,,0,4,5,0.433,0,257,0,0.013989,0.371786,-9.472208,289000,1711.7
290,1000,129.9514,16,0.32,,0,2,5,1.2247,0,516,0,0.014211,0.430661,-9.531263,290000,1717.6
291,1000,99.1809,12,0.24,,0,1,5,1.5811,0,383,0,0.014151,1.474186,-9.970117,291000,1723.6
292,1000,93.7483,12,0.24,,1,0,5,2.1213,0,224,0,0.014159,0.632552,-9.406479,292000,1729.4
293,1000,237.6624,19,0.38,,0,3,6,1.0897,2,51,0,0.014121,0.812772,-10.110792,293000,1735.3
294,1000,139.0648,16,0.32,,0,1,5,1.7321,0,298,0,0.014076,0.407583,-10.2043,294000,1741.1
295,1000,144.9624,17,0.34,,0,2,5,1.299,0,282,0,0.0141,0.547231,-8.766796,295000,1746.9
296,1000,119.2532,15,0.3,,0,1,5,1.6394,0,11,0,0.013879,0.43328,-8.295828,296000,1752.7
297,1000,149.5649,16,0.32,,0,3,5,1.0,0,81,0,0.013953,0.559241,-10.314795,297000,1758.4
298,1000,239.5533,19,0.38,,0,2,8,2.1651,2,236,0,0.014087,0.461629,-10.978333,298000,1764.2
299,1000,240.6973,19,0.38,,0,4,5,0.433,2,117,0,0.014051,0.610929,-10.008444,299000,1769.9
300,1000,145.87,17,0.34,,0,3,5,0.8292,0,422,0,0.013813,0.324634,-8.818425,300000,1775.8
301,1000,145.6989,17,0.34,,0,3,5,0.8292,0,477,0,0.013791,0.231006,-9.247097,301000,1781.8
302,1000,135.4247,16,0.32,,0,1,5,1.7321,0,0,0,0.013761,0.366455,-9.200697,302000,1787.5
303,1000,136.8383,15,0.3,,0,2,5,1.299,0,123,0,0.013556,0.594903,-8.424899,303000,1793.3
304,1000,172.1375,16,0.32,,0,1,5,1.7321,1,376,0,0.013508,1.346417,-9.534082,304000,1799.1
305,1000,128.7103,17,0.34,,0,2,5,1.299,0,821,0,0.013581,0.573072,-9.66778,305000,1804.8
306,1000,127.6886,16,0.32,,0,2,5,1.2247,0,65,0,0.013504,0.545141,-9.304934,306000,1810.6
307,1000,116.25,16,0.32,,0,1,5,1.7321,0,25,0,0.013214,0.3614,-8.263979,307000,1816.3
308,1000,221.8064,17,0.34,,0,2,5,1.299,2,48,0,0.013481,0.290841,-8.808661,308000,1822.0
309,1000,185.333,17,0.34,,0,2,5,1.299,1,41,0,0.013733,0.577564,-9.302662,309000,1827.7
310,1000,170.0986,16,0.32,,0,1,5,1.7321,1,226,0,0.013758,0.664133,-10.521278,310000,1833.4
311,1000,256.4995,20,0.4,,0,2,9,2.5495,2,118,0,0.013472,0.594667,-8.983577,311000,1839.2
312,1000,201.6766,19,0.38,,0,3,6,1.0897,1,175,0,0.013394,0.776905,-9.78291,312000,1844.9
313,1000,181.1265,19,0.38,,0,4,5,0.433,0,44,0,0.013423,0.617924,-8.874245,313000,1850.6
314,1000,129.4291,15,0.3,,1,0,5,2.1651,0,220,0,0.013319,0.394032,-8.96113,314000,1856.4
315,1000,118.1775,16,0.32,,0,3,5,1.0,0,228,0,0.01324,0.621115,-9.294769,315000,1862.3
316,1000,151.1878,18,0.36,,0,3,5,0.866,0,66,0,0.01314,0.394161,-8.519854,316000,1868.1
317,1000,151.2446,17,0.34,,0,2,5,1.299,0,17,0,0.013175,0.504505,-6.99907,317000,1873.8
318,1000,185.3234,16,0.32,,0,1,5,1.7321,1,21,0,0.013229,0.281514,-9.322736,318000,1879.5
319,1000,295.9333,21,0.42,,0,5,6,0.433,3,91,0,0.013256,0.473851,-7.954773,319000,1885.2
320,1000,188.1532,17,0.34,,0,2,5,1.299,1,9,0,0.013185,0.552119,-7.695446,320000,1890.9
321,1000,168.5156,18,0.36,,0,3,5,0.866,0,142,0,0.013292,0.448178,-7.970257,321000,1896.6
322,1000,152.1815,17,0.34,,0,2,5,1.299,0,199,0,0.013485,0.632845,-8.945524,322000,1902.4
323,1000,150.9223,17,0.34,,0,3,5,0.8292,0,136,0,0.013667,0.789343,-7.660768,323000,1908.2
324,1000,273.3897,22,0.44,,0,2,8,2.2913,2,99,0,0.013571,1.145513,-8.841528,324000,1914.1
325,1000,173.7674,17,0.34,,0,2,5,1.299,1,425,0,0.013599,0.696518,-9.16642,325000,1919.9
326,1000,153.5371,17,0.34,,0,3,5,0.8292,0,68,0,0.013423,0.533156,-6.822066,326000,1925.6
327,1000,189.8191,17,0.34,,0,1,6,1.9203,1,77,0,0.013137,0.471185,-8.507296,327000,1931.3
328,1000,108.1578,15,0.3,,0,2,5,1.0897,0,180,0,0.013126,0.718859,-7.309718,328000,1937.2
329,1000,173.9862,16,0.32,,0,1,5,1.7321,1,388,0,0.01329,0.252866,-7.535931,329000,1942.9
330,1000,120.2575,14,0.28,,0,2,5,1.118,0,614,0,0.013196,0.473613,-8.540531,330000,1948.8
331,1000,174.436,16,0.32,,0,1,5,1.7321,1,353,0,0.013042,0.414539,-7.575717,331000,1954.6
332,1000,120.3208,16,0.32,,0,1,5,1.7321,0,0,0,0.013351,0.311609,-8.349405,332000,1960.5
333,1000,266.4089,21,0.42,,0,1,10,3.1918,2,15,0,0.013311,0.445223,-7.290961,333000,1966.5
334,1000,7.1451,5,0.1,,2,0,4,1.6394,0,935,0,0.013374,0.578957,-7.536093,334000,1972.4
335,1000,165.266,17,0.34,,0,2,6,1.479,1,1103,0,0.013125,0.456998,-8.217322,335000,1978.3
336,1000,189.5474,18,0.36,,0,2,6,1.5,1,389,0,0.013049,0.438733,-8.046576,336000,1984.1
337,1000,92.4955,10,0.2,,1,0,5,2.0616,1,213,0,0.013025,0.573831,-8.0036,337000,1989.9
338,1000,209.2506,19,0.38,,0,2,7,1.7854,1,73,0,0.013232,0.400004,-8.503837,338000,1995.7
339,1000,191.4028,18,0.36,,0,3,5,0.866,1,262,0,0.013346,0.515006,-8.334961,339000,2001.5
340,1000,143.5355,18,0.36,,0,3,5,0.866,0,951,0,0.013376,0.424898,-8.210662,340000,2007.4
341,1000,119.9118,15,0.3,,0,2,5,1.0897,0,375,0,0.013325,0.793464,-8.205437,341000,2013.1
342,1000,205.1391,19,0.38,,0,1,8,2.4875,1,23,0,0.013384,1.131371,-8.417139,342000,2018.8
343,1000,207.2505,16,0.32,,0,1,5,1.7321,2,266,0,0.013484,1.237177,-8.65589,343000,2024.8
344,1000,152.9422,15,0.3,,1,0,5,2.1651,1,650,0,0.013336,0.596656,-7.603636,344000,2030.8
345,1000,149.9506,17,0.34,,0,2,5,1.299,0,352,0,0.013434,1.07888,-8.109556,345000,2036.5
346,1000,147.0054,14,0.28,,1,0,5,2.0616,1,184,0,0.013751,0.348581,-8.106098,346000,2042.2
347,1000,124.8179,17,0.34,,0,2,5,1.299,0,790,0,0.01352,0.613366,-8.180792,347000,2048.0
348,1000,296.1554,24,0.48,,0,1,10,4.062,2,62,0,0.013713,0.316933,-9.071024,348000,2053.7
349,1000,124.3475,15,0.3,,0,1,5,1.6394,0,770,0,0.013894,0.85723,-8.02428,349000,2059.6
350,1000,175.515,16,0.32,,1,0,9,3.2404,1,16,0,0.014022,0.559292,-8.369709,350000,2065.6
351,1000,227.8725,21,0.42,,0,1,10,3.1918,1,147,0,0.013799,0.805495,-8.200284,351000,2071.4
352,1000,128.1861,15,0.3,,0,1,5,1.6394,0,583,0,0.013902,0.667786,-9.065748,352000,2077.3
353,1000,170.0819,16,0.32,,0,1,5,1.7321,1,104,0,0.01402,0.382577,-7.007624,353000,2083.2
354,1000,155.74,17,0.34,,0,3,5,0.8292,0,95,0,0.013906,0.492334,-8.103588,354000,2088.9
355,1000,127.4002,15,0.3,,0,1,5,1.6394,0,61,0,0.014261,0.434236,-8.085667,355000,2094.7
356,1000,125.2305,15,0.3,,0,2,5,1.299,0,1,0,0.014359,0.597542,-7.986016,356000,2100.5
357,1000,249.8263,21,0.42,,0,1,9,2.8614,2,145,0,0.014373,0.877939,-8.270078,357000,2106.4
358,1000,177.9857,16,0.32,,0,1,5,1.7321,1,339,0,0.014421,0.853737,-8.71113,358000,2112.3
359,1000,136.9085,15,0.3,,1,0,5,2.1651,0,0,0,0.014392,0.576636,-8.200087,359000,2118.1
360,1000,134.3019,15,0.3,,1,0,5,2.1651,0,144,0,0.014396,0.943436,-7.146012,360000,2123.9
361,1000,154.2895,14,0.28,,1,0,5,2.0616,1,47,0,0.014312,0.380229,-8.062866,361000,2129.7
362,1000,124.5181,15,0.3,,0,1,5,1.6394,0,135,0,0.014285,0.451967,-7.558213,362000,2135.5
363,1000,221.8415,18,0.36,,0,1,7,2.1794,2,95,0,0.014322,0.993662,-8.609091,363000,2141.3
364,1000,135.7598,16,0.32,,0,1,5,1.7321,0,496,0,0.014064,0.543558,-8.573031,364000,2147.2
365,1000,218.0665,17,0.34,,0,1,6,1.9203,2,490,0,0.01412,0.47874,-7.565282,365000,2153.2
366,1000,214.579,18,0.36,,0,1,8,2.5,2,371,0,0.013847,0.376448,-7.356044,366000,2159.1
367,1000,105.9226,14,0.28,,1,0,5,2.0616,0,493,0,0.013738,0.789383,-7.446496,367000,2164.9
368,1000,125.895,16,0.32,,0,2,5,1.2247,0,858,0,0.013816,0.350376,-7.923333,368000,2170.7
369,1000,283.3551,20,0.4,,0,1,9,2.8284,3,268,0,0.013748,0.877286,-7.570105,369000,2176.5
370,1000,162.1631,16,0.32,,0,1,5,1.7321,1,16,0,0.013896,0.271953,-7.039167,370000,2182.2
371,1000,185.727,17,0.34,,0,1,6,1.9203,1,377,0,0.014045,0.357663,-8.323112,371000,2187.9
372,1000,171.6239,16,0.32,,0,1,5,1.7321,1,63,0,0.014346,0.285479,-8.171858,372000,2193.6
373,1000,183.1699,16,0.32,,0,1,6,1.8708,1,69,0,0.014605,0.281725,-8.647294,373000,2199.3
374,1000,244.7247,19,0.38,,1,0,9,3.1918,2,105,0,0.014255,0.424353,-7.102269,374000,2205.0
375,1000,200.8363,18,0.36,,1,0,10,3.6401,1,4,0,0.014203,0.662225,-7.684422,375000,2210.8
376,1000,154.9355,14,0.28,,0,1,5,1.6583,1,39,0,0.014277,0.831561,-9.036309,376000,2216.5
377,1000,208.814,19,0.38,,0,1,9,2.8614,1,151,0,0.014187,0.228411,-7.260939,377000,2222.4
378,1000,162.9613,15,0.3,,0,2,6,1.7854,2,1655,0,0.014053,0.458197,-8.688705,378000,2228.3
379,1000,257.6623,20,0.4,,0,1,8,2.5495,2,38,0,0.014253,0.428791,-8.721302,379000,2234.1
380,1000,186.5273,17,0.34,,0,1,6,1.9203,1,36,0,0.014058,0.566225,-8.479585,380000,2239.8
381,1000,99.9929,14,0.28,,0,1,5,1.6583,0,687,0,0.013977,0.749386,-7.555807,381000,2245.7
382,1000,135.0463,15,0.3,,1,0,5,2.1651,0,269,0,0.01394,0.351343,-8.232445,382000,2251.4
383,1000,169.5168,15,0.3,,1,0,5,2.1651,1,0,0,0.01407,1.011668,-7.645955,383000,2257.2
384,1000,182.6275,16,0.32,,0,1,7,2.2361,1,126,0,0.014139,0.495497,-8.875611,384000,2262.9
385,1000,233.1759,18,0.36,,0,1,7,2.1794,2,108,0,0.01423,0.4321,-6.977163,385000,2268.7
386,1000,154.2886,14,0.28,,1,0,5,2.0616,1,472,0,0.014193,0.783531,-7.420263,386000,2274.4
387,1000,153.585,14,0.28,,0,1,5,1.6583,1,172,0,0.014297,0.454992,-7.185465,387000,2280.2
388,1000,283.462,19,0.38,,0,2,7,1.7854,3,0,0,0.01398,0.420037,-8.854246,388000,2285.9
389,1000,211.6864,16,0.32,,0,1,6,1.8708,2,140,0,0.013853,0.852594,-7.878099,389000,2291.6
390,1000,224.7159,18,0.36,,0,2,6,1.5,2,341,0,0.013727,0.508417,-6.969258,390000,2297.4
391,1000,109.0053,13,0.26,,1,0,5,2.0463,0,452,0,0.014064,0.42566,-6.940523,391000,2303.4
392,1000,259.2328,21,0.42,,0,1,8,2.681,2,51,0,0.013936,0.292037,-7.227834,392000,2309.3
393,1000,178.461,16,0.32,,0,1,5,1.7321,1,177,0,0.013599,0.263297,-6.952825,393000,2315.0
394,1000,168.5436,16,0.32,,0,1,5,1.7321,1,96,0,0.013841,0.727612,-7.376572,394000,2320.7
395,1000,126.9345,15,0.3,,1,0,5,2.1651,0,617,0,0.013866,0.594707,-8.13953,395000,2326.4
396,1000,85.4331,14,0.28,,0,1,5,1.6583,0,1678,0,0.013748,1.215404,-7.821383,396000,2332.2
397,1000,133.3513,16,0.32,,0,1,5,1.7321,0,749,0,0.013725,0.45085,-7.935318,397000,2338.0
398,1000,200.7292,17,0.34,,0,1,6,1.9203,2,235,0,0.013573,0.646702,-7.65327,398000,2343.7
399,1000,131.0888,15,0.3,,1,0,5,2.1651,0,172,0,0.013977,0.771104,-8.066961,399000,2349.5
400,1000,109.8055,13,0.26,,1,0,5,2.0463,0,5,0,0.014163,0.495523,-7.392251,400000,2355.2
401,1000,183.322,16,0.32,,0,3,5,1.0,1,84,0,0.014127,0.44455,-7.382843,401000,2361.0
402,1000,63.5094,13,0.26,,1,0,5,2.0463,0,2064,0,0.014286,0.294244,-8.145201,402000,2366.8
403,1000,244.6816,20,0.4,,0,1,9,2.9155,2,36,0,0.014312,0.510364,-8.162651,403000,2372.5
404,1000,127.7239,15,0.3,,0,1,5,1.6394,0,490,0,0.014362,0.60852,-7.686102,404000,2378.3
405,1000,123.168,14,0.28,,0,1,5,1.6583,0,187,0,0.013973,0.60665,-7.969511,405000,2384.1
406,1000,207.6505,19,0.38,,0,4,5,0.433,1,335,0,0.013993,0.306216,-7.979767,406000,2389.8
407,1000,98.3462,14,0.28,,0,2,5,1.118,0,1073,0,0.014158,0.453346,-7.585433,407000,2395.7
408,1000,97.1068,15,0.3,,0,2,5,1.299,0,1063,0,0.014442,0.570984,-8.274385,408000,2401.5
409,1000,165.5112,15,0.3,,0,2,5,1.299,1,108,0,0.014537,0.466217,-8.191602,409000,2407.2
410,1000,181.8437,16,0.32,,0,1,5,1.7321,1,36,0,0.014703,0.37161,-7.421975,410000,2412.9
411,1000,284.4459,21,0.42,,0,5,6,0.433,3,603,0,0.014602,0.329891,-7.361015,411000,2418.8
412,1000,310.0669,23,0.46,,0,2,8,2.4875,3,43,0,0.014552,0.433505,-7.603363,412000,2424.7
413,1000,182.0203,18,0.36,,0,3,6,1.118,1,1058,0,0.014312,0.42477,-6.712094,413000,2430.5
414,1000,243.8952,21,0.42,,0,2,9,2.4875,2,555,0,0.014147,0.765781,-8.063521,414000,2436.3
415,1000,224.5462,20,0.4,,0,2,8,2.1213,1,9,0,0.014339,0.339627,-7.272818,415000,2442.0
416,1000,110.3385,17,0.34,,0,3,5,0.8292,0,1758,0,0.014399,0.572419,-7.53458,416000,2447.8
417,1000,140.3615,15,0.3,,0,1,5,1.6394,0,1,0,0.014429,0.310173,-7.395936,417000,2453.5
418,1000,76.2497,13,0.26,,0,1,5,1.479,0,1360,0,0.014362,1.334577,-8.362856,418000,2459.4
419,1000,178.5068,17,0.34,,0,2,5,1.299,1,414,0,0.014421,0.3678,-7.538304,419000,2465.2
420,1000,154.1554,18,0.36,,0,3,5,0.866,0,335,0,0.014445,0.482554,-8.461874,420000,2471.0
421,1000,169.4182,16,0.32,,0,1,5,1.7321,1,0,0,0.014306,0.652286,-7.353459,421000,2477.0
422,1000,119.9397,15,0.3,,0,1,5,1.6394,0,662,0,0.014121,0.552597,-6.852046,422000,2482.8
423,1000,265.8915,22,0.44,,0,3,8,1.8028,2,51,0,0.014138,0.458523,-7.972512,423000,2488.7
424,1000,182.5951,16,0.32,,0,1,5,1.7321,1,31,0,0.0142,0.611815,-7.818679,424000,2494.5
425,1000,30.0036,11,0.22,,0,1,5,1.479,0,1993,0,0.014073,0.585264,-7.968236,425000,2500.4
426,1000,225.3774,17,0.34,,0,1,6,1.9203,2,163,0,0.013927,0.334353,-8.514613,426000,2506.2
427,1000,189.4897,17,0.34,,0,2,5,1.299,1,240,0,0.013813,0.311071,-6.844199,427000,2512.1
428,1000,153.0882,16,0.32,,0,1,5,1.7321,0,4,0,0.013773,0.455242,-7.985514,428000,2518.0
429,1000,193.4298,18,0.36,,0,1,8,2.5,1,223,0,0.013581,0.457274,-7.97333,429000,2524.0
430,1000,166.3789,15,0.3,,0,1,5,1.6394,1,148,0,0.013602,0.309255,-7.012569,430000,2529.9
431,1000,176.6073,16,0.32,,0,1,5,1.7321,1,38,0,0.013619,0.251957,-7.512913,431000,2535.8
432,1000,98.3979,13,0.26,,0,1,5,1.7854,0,562,0,0.013504,0.318418,-8.150155,432000,2541.6
433,1000,113.689,14,0.28,,0,1,5,1.6583,0,295,0,0.013436,0.383619,-7.554241,433000,2547.4
434,1000,217.4285,17,0.34,,0,1,6,1.9203,2,229,0,0.013584,0.249643,-7.695038,434000,2553.2
435,1000,222.7682,17,0.34,,0,1,6,1.9203,2,269,0,0.013068,0.473549,-8.374354,435000,2559.0
436,1000,132.8515,16,0.32,,0,1,5,1.7321,0,81,0,0.012884,0.860474,-7.967188,436000,2564.9
437,1000,294.0392,21,0.42,,0,1,9,2.8614,3,123,0,0.012787,0.685674,-6.656085,437000,2570.7
438,1000,228.4833,21,0.42,,0,5,6,0.433,1,80,0,0.013097,0.687161,-7.232117,438000,2576.6
439,1000,175.349,15,0.3,,1,0,5,2.1651,1,157,0,0.013402,0.513981,-7.735131,439000,2582.4
440,1000,46.1015,11,0.22,,0,1,5,1.479,0,1983,0,0.013178,0.401327,-7.264868,440000,2588.4
441,1000,189.1262,16,0.32,,0,1,5,1.7321,1,163,0,0.01333,1.22768,-7.034744,441000,2594.3
442,1000,258.9725,18,0.36,,0,1,7,2.1794,3,314,0,0.013636,0.837758,-7.704585,442000,2600.2
443,1000,237.4988,19,0.38,,1,0,9,3.1918,2,185,0,0.013356,0.366981,-7.632923,443000,2606.0
444,1000,212.558,20,0.4,,0,3,7,1.4142,1,352,0,0.013131,0.42633,-8.329704,444000,2611.8
445,1000,239.7217,20,0.4,,0,2,8,2.2361,2,371,0,0.013121,0.309468,-6.758327,445000,2617.6
446,1000,221.5514,17,0.34,,0,2,5,1.299,2,0,0,0.013114,0.41887,-6.346319,446000,2623.3
447,1000,-3.1553,9,0.18,,0,2,3,0.433,0,3255,0,0.013121,0.378603,-8.410686,447000,2629.5
448,1000,102.4476,13,0.26,,0,1,5,1.7854,0,211,0,0.012989,0.361567,-7.740399,448000,2635.4
449,1000,114.4856,13,0.26,,0,1,5,1.7854,0,378,0,0.013195,0.446853,-7.267368,449000,2641.2
450,1000,216.9019,19,0.38,,0,1,8,2.4875,1,171,0,0.013231,0.402247,-8.054664,450000,2647.1
451,1000,245.3367,16,0.32,,1,0,6,2.3452,3,88,0,0.013168,0.339284,-7.854239,451000,2653.1
452,1000,109.0661,14,0.28,,0,2,5,1.5,0,456,0,0.01316,0.309509,-8.044325,452000,2659.1
453,1000,168.8498,16,0.32,,0,2,7,2.1213,1,188,0,0.012892,0.584631,-7.233469,453000,2665.0
454,1000,259.1746,18,0.36,,0,2,6,1.5,3,218,0,0.012925,0.30537,-8.565379,454000,2670.8
455,1000,177.234,16,0.32,,0,1,6,1.8708,1,308,0,0.013082,1.191465,-8.56617,455000,2676.6
456,1000,132.5672,16,0.32,,0,1,5,1.7321,0,154,0,0.013006,0.434507,-8.352409,456000,2682.4
457,1000,213.7751,18,0.36,,0,3,5,0.866,2,544,0,0.012972,0.505899,-7.466382,457000,2688.2
458,1000,275.1472,20,0.4,,0,1,8,2.5495,3,343,0,0.013038,0.343795,-8.23608,458000,2694.0
459,1000,146.0681,15,0.3,,1,0,5,2.1651,0,94,0,0.01297,0.458519,-7.9037,459000,2700.1
460,1000,263.6669,18,0.36,,0,1,6,2.0616,3,158,0,0.013205,0.279599,-6.871517,460000,2706.1
461,1000,119.117,15,0.3,,0,2,5,1.299,0,339,0,0.01309,0.223442,-8.911072,461000,2712.2
462,1000,177.3947,16,0.32,,0,1,5,1.7321,1,362,0,0.013041,0.668934,-7.91262,462000,2718.1
463,1000,109.7491,13,0.26,,0,1,5,1.7854,1,1422,0,0.012904,0.397306,-7.620106,463000,2723.9
464,1000,184.0944,16,0.32,,0,1,5,1.7321,2,831,0,0.013032,0.628259,-7.919034,464000,2729.7
465,1000,124.7279,16,0.32,,0,1,5,1.7321,0,741,0,0.013034,0.474221,-8.24205,465000,2735.5
466,1000,247.1482,20,0.4,,1,0,8,3.0822,2,390,0,0.013151,0.554863,-8.542444,466000,2741.2
467,1000,161.1429,15,0.3,,0,1,5,1.6394,1,102,0,0.012876,0.219509,-8.511082,467000,2747.0
468,1000,256.1845,18,0.36,,0,1,7,2.1794,3,432,0,0.013133,0.651669,-7.964519,468000,2752.8
469,1000,148.4445,14,0.28,,1,0,7,2.6926,1,468,0,0.013161,0.396882,-8.001637,469000,2758.9
470,1000,191.7734,17,0.34,,0,1,6,1.9203,1,46,0,0.013255,0.390722,-8.456849,470000,2764.7
471,1000,184.5356,15,0.3,,1,0,6,2.2776,2,800,0,0.013443,0.421148,-8.943321,471000,2770.5
472,1000,222.3252,20,0.4,,0,2,8,2.1213,1,32,0,0.013524,0.387044,-7.231623,472000,2776.4
473,1000,128.1536,15,0.3,,0,1,5,1.6394,0,632,0,0.013398,0.767316,-8.7391,473000,2782.4
474,1000,199.33,18,0.36,,0,1,10,3.5,1,432,0,0.013162,0.435813,-8.435387,474000,2788.4
475,1000,248.5446,20,0.4,,0,5,5,0.0,2,272,0,0.01291,0.349781,-8.194226,475000,2794.2
476,1000,295.9323,22,0.44,,0,2,9,2.5,3,415,0,0.01342,0.446921,-7.847466,476000,2800.0
477,1000,178.0684,17,0.34,,0,1,7,2.1651,1,342,0,0.013361,0.521895,-7.226451,477000,2805.9
478,1000,289.9124,24,0.48,,0,1,9,3.3166,2,488,0,0.013362,0.338073,-7.631692,478000,2811.7
479,1000,250.9052,20,0.4,,1,0,10,3.5355,2,603,0,0.013044,0.4301,-8.040292,479000,2817.4
480,1000,300.8531,24,0.48,,0,3,10,2.5495,2,14,0,0.013004,0.329201,-8.137024,480000,2823.3
481,1000,49.8651,12,0.24,,0,1,5,2.0,0,2099,0,0.012899,0.246604,-8.104635,481000,2829.4
482,1000,343.0543,25,0.5,,0,1,10,3.3448,3,86,0,0.01289,0.794157,-8.966311,482000,2835.4
